date        , 日経平均    , TOPIX  , 株式コード, 上場コード, 企業名  , 終値   , 調整済み終値
2007/04/02, 17028.41, 1682.49, 7201 , 011  , 日産自動車 , 1259 , 1259
2007/04/03, 17244.05, 1704.32, 7201 , 011  , 日産自動車 , 1265 , 1265
2007/04/04, 17544.09, 1730.52, 7201 , 011  , 日産自動車 , 1289 , 1289
2007/04/05, 17491.42, 1720.72, 7201 , 011  , 日産自動車 , 1284 , 1284
2007/04/06, 17484.78, 1717.08, 7201 , 011  , 日産自動車 , 1275 , 1275
2007/04/09, 17743.76, 1738.1 , 7201 , 011  , 日産自動車 , 1292 , 1292
2007/04/10, 17664.69, 1735.69, 7201 , 011  , 日産自動車 , 1279 , 1279
2007/04/11, 17670.07, 1739.01, 7201 , 011  , 日産自動車 , 1271 , 1271
2007/04/12, 17540.42, 1726.18, 7201 , 011  , 日産自動車 , 1252 , 1252
2007/04/13, 17363.95, 1705.5 , 7201 , 011  , 日産自動車 , 1228 , 1228
2007/04/16, 17628.3 , 1725.6 , 7201 , 011  , 日産自動車 , 1227 , 1227
2007/04/17, 17527.45, 1716.11, 7201 , 011  , 日産自動車 , 1212 , 1212
2007/04/18, 17667.33, 1730.71, 7201 , 011  , 日産自動車 , 1213 , 1213
2007/04/19, 17371.97, 1706.93, 7201 , 011  , 日産自動車 , 1204 , 1204
2007/04/20, 17452.62, 1710.07, 7201 , 011  , 日産自動車 , 1214 , 1214
2007/04/23, 17455.37, 1705.63, 7201 , 011  , 日産自動車 , 1220 , 1220
2007/04/24, 17451.77, 1706.16, 7201 , 011  , 日産自動車 , 1228 , 1228
2007/04/25, 17236.16, 1687.34, 7201 , 011  , 日産自動車 , 1193 , 1193
2007/04/26, 17429.17, 1703.41, 7201 , 011  , 日産自動車 , 1216 , 1216
2007/04/27, 17400.41, 1701.0 , 7201 , 011  , 日産自動車 , 1215 , 1215
2007/05/01, 17274.98, 1693.25, 7201 , 011  , 日産自動車 , 1220 , 1220
2007/05/02, 17394.92, 1704.22, 7201 , 011  , 日産自動車 , 1205 , 1205
2007/05/07, 17669.83, 1733.03, 7201 , 011  , 日産自動車 , 1222 , 1222
2007/05/08, 17656.84, 1732.63, 7201 , 011  , 日産自動車 , 1228 , 1228
2007/05/09, 17748.12, 1745.01, 7201 , 011  , 日産自動車 , 1252 , 1252
2007/05/10, 17736.96, 1736.99, 7201 , 011  , 日産自動車 , 1226 , 1226
2007/05/11, 17553.72, 1723.09, 7201 , 011  , 日産自動車 , 1236 , 1236
2007/05/14, 17677.94, 1730.99, 7201 , 011  , 日産自動車 , 1291 , 1291
2007/05/15, 17512.98, 1712.55, 7201 , 011  , 日産自動車 , 1300 , 1300
2007/05/16, 17529.0 , 1711.89, 7201 , 011  , 日産自動車 , 1306 , 1306
2007/05/17, 17498.6 , 1707.27, 7201 , 011  , 日産自動車 , 1306 , 1306
2007/05/18, 17399.58, 1695.69, 7201 , 011  , 日産自動車 , 1300 , 1300
2007/05/21, 17556.87, 1710.67, 7201 , 011  , 日産自動車 , 1326 , 1326
2007/05/22, 17680.05, 1731.54, 7201 , 011  , 日産自動車 , 1332 , 1332
2007/05/23, 17705.12, 1740.08, 7201 , 011  , 日産自動車 , 1340 , 1340
2007/05/24, 17696.97, 1738.11, 7201 , 011  , 日産自動車 , 1358 , 1358
2007/05/25, 17481.21, 1715.54, 7201 , 011  , 日産自動車 , 1334 , 1334
2007/05/28, 17587.59, 1724.38, 7201 , 011  , 日産自動車 , 1345 , 1345
2007/05/29, 17672.56, 1737.9 , 7201 , 011  , 日産自動車 , 1355 , 1355
2007/05/30, 17588.26, 1733.75, 7201 , 011  , 日産自動車 , 1356 , 1356
2007/05/31, 17875.75, 1755.68, 7201 , 011  , 日産自動車 , 1354 , 1354
2007/06/01, 17958.88, 1767.88, 7201 , 011  , 日産自動車 , 1331 , 1331
2007/06/04, 17973.42, 1772.84, 7201 , 011  , 日産自動車 , 1346 , 1346
2007/06/05, 18053.81, 1776.56, 7201 , 011  , 日産自動車 , 1348 , 1348
2007/06/06, 18040.93, 1778.5 , 7201 , 011  , 日産自動車 , 1367 , 1367
2007/06/07, 18053.38, 1779.72, 7201 , 011  , 日産自動車 , 1337 , 1337
2007/06/08, 17779.09, 1756.16, 7201 , 011  , 日産自動車 , 1299 , 1299
2007/06/11, 17834.48, 1761.15, 7201 , 011  , 日産自動車 , 1325 , 1325
2007/06/12, 17760.91, 1751.62, 7201 , 011  , 日産自動車 , 1315 , 1315
2007/06/13, 17732.77, 1745.92, 7201 , 011  , 日産自動車 , 1317 , 1317
2007/06/14, 17842.29, 1756.64, 7201 , 011  , 日産自動車 , 1335 , 1335
2007/06/15, 17971.49, 1772.94, 7201 , 011  , 日産自動車 , 1341 , 1341
2007/06/18, 18149.52, 1788.39, 7201 , 011  , 日産自動車 , 1361 , 1361
2007/06/19, 18163.61, 1780.49, 7201 , 011  , 日産自動車 , 1340 , 1340
2007/06/20, 18211.68, 1783.72, 7201 , 011  , 日産自動車 , 1351 , 1351
2007/06/21, 18240.3 , 1789.38, 7201 , 011  , 日産自動車 , 1330 , 1330
2007/06/22, 18188.63, 1777.99, 7201 , 011  , 日産自動車 , 1319 , 1319
2007/06/25, 18087.48, 1764.87, 7201 , 011  , 日産自動車 , 1332 , 1332
2007/06/26, 18066.11, 1765.87, 7201 , 011  , 日産自動車 , 1320 , 1320
2007/06/27, 17849.28, 1741.08, 7201 , 011  , 日産自動車 , 1283 , 1283
2007/06/28, 17932.27, 1751.12, 7201 , 011  , 日産自動車 , 1301 , 1301
2007/06/29, 18138.36, 1774.88, 7201 , 011  , 日産自動車 , 1321 , 1321
2007/07/02, 18146.3 , 1780.36, 7201 , 011  , 日産自動車 , 1334 , 1334
2007/07/03, 18149.9 , 1781.86, 7201 , 011  , 日産自動車 , 1341 , 1341
2007/07/04, 18168.72, 1782.44, 7201 , 011  , 日産自動車 , 1335 , 1335
2007/07/05, 18221.48, 1788.16, 7201 , 011  , 日産自動車 , 1343 , 1343
2007/07/06, 18140.94, 1779.67, 7201 , 011  , 日産自動車 , 1328 , 1328
2007/07/09, 18261.98, 1792.23, 7201 , 011  , 日産自動車 , 1327 , 1327
2007/07/10, 18252.67, 1789.2 , 7201 , 011  , 日産自動車 , 1330 , 1330
2007/07/11, 18049.51, 1767.72, 7201 , 011  , 日産自動車 , 1305 , 1305
2007/07/12, 17984.14, 1763.06, 7201 , 011  , 日産自動車 , 1324 , 1324
2007/07/13, 18238.95, 1783.2 , 7201 , 011  , 日産自動車 , 1335 , 1335
2007/07/17, 18217.27, 1778.11, 7201 , 011  , 日産自動車 , 1320 , 1320
2007/07/18, 18015.58, 1758.65, 7201 , 011  , 日産自動車 , 1313 , 1313
2007/07/19, 18116.57, 1768.0 , 7201 , 011  , 日産自動車 , 1319 , 1319
2007/07/20, 18157.93, 1776.17, 7201 , 011  , 日産自動車 , 1319 , 1319
2007/07/23, 17963.64, 1757.29, 7201 , 011  , 日産自動車 , 1304 , 1304
2007/07/24, 18002.03, 1765.99, 7201 , 011  , 日産自動車 , 1311 , 1311
2007/07/25, 17858.42, 1754.03, 7201 , 011  , 日産自動車 , 1318 , 1318
2007/07/26, 17702.09, 1737.18, 7201 , 011  , 日産自動車 , 1292 , 1292
2007/07/27, 17283.81, 1699.71, 7201 , 011  , 日産自動車 , 1262 , 1262
2007/07/30, 17289.3 , 1705.71, 7201 , 011  , 日産自動車 , 1271 , 1271
2007/07/31, 17248.89, 1706.18, 7201 , 011  , 日産自動車 , 1272 , 1272
2007/08/01, 16870.98, 1668.85, 7201 , 011  , 日産自動車 , 1254 , 1254
2007/08/02, 16984.11, 1669.33, 7201 , 011  , 日産自動車 , 1242 , 1242
2007/08/03, 16979.86, 1672.54, 7201 , 011  , 日産自動車 , 1252 , 1252
2007/08/06, 16914.46, 1668.04, 7201 , 011  , 日産自動車 , 1239 , 1239
2007/08/07, 16921.77, 1660.16, 7201 , 011  , 日産自動車 , 1225 , 1225
2007/08/08, 17029.28, 1669.04, 7201 , 011  , 日産自動車 , 1229 , 1229
2007/08/09, 17170.6 , 1683.81, 7201 , 011  , 日産自動車 , 1251 , 1251
2007/08/10, 16764.09, 1633.93, 7201 , 011  , 日産自動車 , 1205 , 1205
2007/08/13, 16800.05, 1632.64, 7201 , 011  , 日産自動車 , 1211 , 1211
2007/08/14, 16844.61, 1637.46, 7201 , 011  , 日産自動車 , 1207 , 1207
2007/08/15, 16475.61, 1594.15, 7201 , 011  , 日産自動車 , 1149 , 1149
2007/08/16, 16148.49, 1567.46, 7201 , 011  , 日産自動車 , 1119 , 1119
2007/08/17, 15273.68, 1480.39, 7201 , 011  , 日産自動車 , 1058 , 1058
2007/08/20, 15732.48, 1523.57, 7201 , 011  , 日産自動車 , 1097 , 1097
2007/08/21, 15901.34, 1549.88, 7201 , 011  , 日産自動車 , 1124 , 1124
2007/08/22, 15900.64, 1544.89, 7201 , 011  , 日産自動車 , 1107 , 1107
2007/08/23, 16316.32, 1591.81, 7201 , 011  , 日産自動車 , 1134 , 1134
2007/08/24, 16248.97, 1585.85, 7201 , 011  , 日産自動車 , 1121 , 1121
2007/08/27, 16301.39, 1587.76, 7201 , 011  , 日産自動車 , 1126 , 1126
2007/08/28, 16287.49, 1584.6 , 7201 , 011  , 日産自動車 , 1107 , 1107
2007/08/29, 16012.83, 1557.55, 7201 , 011  , 日産自動車 , 1089 , 1089
2007/08/30, 16153.82, 1568.23, 7201 , 011  , 日産自動車 , 1081 , 1081
2007/08/31, 16569.09, 1608.25, 7201 , 011  , 日産自動車 , 1114 , 1114
2007/09/03, 16524.93, 1605.44, 7201 , 011  , 日産自動車 , 1112 , 1112
2007/09/04, 16420.47, 1596.74, 7201 , 011  , 日産自動車 , 1105 , 1105
2007/09/05, 16158.45, 1569.47, 7201 , 011  , 日産自動車 , 1100 , 1100
2007/09/06, 16257.0 , 1568.52, 7201 , 011  , 日産自動車 , 1106 , 1106
2007/09/07, 16122.16, 1557.02, 7201 , 011  , 日産自動車 , 1094 , 1094
2007/09/10, 15764.97, 1525.22, 7201 , 011  , 日産自動車 , 1075 , 1075
2007/09/11, 15877.67, 1532.39, 7201 , 011  , 日産自動車 , 1072 , 1072
2007/09/12, 15797.6 , 1528.27, 7201 , 011  , 日産自動車 , 1095 , 1095
2007/09/13, 15821.19, 1522.87, 7201 , 011  , 日産自動車 , 1100 , 1100
2007/09/14, 16127.42, 1544.71, 7201 , 011  , 日産自動車 , 1121 , 1121
2007/09/18, 15801.8 , 1510.95, 7201 , 011  , 日産自動車 , 1108 , 1108
2007/09/19, 16381.54, 1567.58, 7201 , 011  , 日産自動車 , 1150 , 1150
2007/09/20, 16413.79, 1566.84, 7201 , 011  , 日産自動車 , 1165 , 1165
2007/09/21, 16312.61, 1552.07, 7201 , 011  , 日産自動車 , 1154 , 1154
2007/09/25, 16401.73, 1566.83, 7201 , 011  , 日産自動車 , 1133 , 1133
2007/09/26, 16435.74, 1576.02, 7201 , 011  , 日産自動車 , 1120 , 1120
2007/09/27, 16832.22, 1615.15, 7201 , 011  , 日産自動車 , 1142 , 1142
2007/09/28, 16785.69, 1616.62, 7201 , 011  , 日産自動車 , 1151 , 1151
2007/10/01, 16845.96, 1615.89, 7201 , 011  , 日産自動車 , 1153 , 1153
2007/10/02, 17046.78, 1639.79, 7201 , 011  , 日産自動車 , 1188 , 1188
2007/10/03, 17199.89, 1664.01, 7201 , 011  , 日産自動車 , 1200 , 1200
2007/10/04, 17092.49, 1655.6 , 7201 , 011  , 日産自動車 , 1198 , 1198
2007/10/05, 17065.04, 1656.91, 7201 , 011  , 日産自動車 , 1196 , 1196
2007/10/09, 17159.9 , 1660.06, 7201 , 011  , 日産自動車 , 1194 , 1194
2007/10/10, 17177.89, 1658.18, 7201 , 011  , 日産自動車 , 1188 , 1188
2007/10/11, 17458.98, 1677.52, 7201 , 011  , 日産自動車 , 1193 , 1193
2007/10/12, 17331.17, 1659.48, 7201 , 011  , 日産自動車 , 1203 , 1203
2007/10/15, 17358.15, 1657.44, 7201 , 011  , 日産自動車 , 1185 , 1185
2007/10/16, 17137.92, 1625.25, 7201 , 011  , 日産自動車 , 1149 , 1149
2007/10/17, 16955.31, 1600.29, 7201 , 011  , 日産自動車 , 1124 , 1124
2007/10/18, 17106.09, 1617.75, 7201 , 011  , 日産自動車 , 1123 , 1123
2007/10/19, 16814.37, 1591.28, 7201 , 011  , 日産自動車 , 1114 , 1114
2007/10/22, 16438.47, 1563.07, 7201 , 011  , 日産自動車 , 1095 , 1095
2007/10/23, 16450.58, 1570.55, 7201 , 011  , 日産自動車 , 1102 , 1102
2007/10/24, 16358.39, 1563.86, 7201 , 011  , 日産自動車 , 1094 , 1094
2007/10/25, 16284.17, 1548.07, 7201 , 011  , 日産自動車 , 1089 , 1089
2007/10/26, 16505.63, 1573.97, 7201 , 011  , 日産自動車 , 1124 , 1124
2007/10/29, 16698.08, 1606.49, 7201 , 011  , 日産自動車 , 1283 , 1283
2007/10/30, 16651.01, 1607.21, 7201 , 011  , 日産自動車 , 1290 , 1290
2007/10/31, 16737.63, 1620.07, 7201 , 011  , 日産自動車 , 1326 , 1326
2007/11/01, 16870.4 , 1635.78, 7201 , 011  , 日産自動車 , 1381 , 1381
2007/11/02, 16517.48, 1600.17, 7201 , 011  , 日産自動車 , 1301 , 1301
2007/11/05, 16268.92, 1575.13, 7201 , 011  , 日産自動車 , 1321 , 1321
2007/11/06, 16249.63, 1574.59, 7201 , 011  , 日産自動車 , 1294 , 1294
2007/11/07, 16096.68, 1556.69, 7201 , 011  , 日産自動車 , 1260 , 1260
2007/11/08, 15771.57, 1516.94, 7201 , 011  , 日産自動車 , 1228 , 1228
2007/11/09, 15583.42, 1494.35, 7201 , 011  , 日産自動車 , 1181 , 1181
2007/11/12, 15197.09, 1456.4 , 7201 , 011  , 日産自動車 , 1141 , 1141
2007/11/13, 15126.63, 1454.73, 7201 , 011  , 日産自動車 , 1148 , 1148
2007/11/14, 15499.56, 1497.71, 7201 , 011  , 日産自動車 , 1176 , 1176
2007/11/15, 15396.3 , 1498.86, 7201 , 011  , 日産自動車 , 1172 , 1172
2007/11/16, 15154.61, 1471.67, 7201 , 011  , 日産自動車 , 1148 , 1148
2007/11/19, 15042.56, 1456.61, 7201 , 011  , 日産自動車 , 1144 , 1144
2007/11/20, 15211.52, 1469.27, 7201 , 011  , 日産自動車 , 1133 , 1133
2007/11/21, 14837.66, 1438.72, 7201 , 011  , 日産自動車 , 1113 , 1113
2007/11/22, 14888.77, 1437.38, 7201 , 011  , 日産自動車 , 1110 , 1110
2007/11/26, 15135.21, 1467.03, 7201 , 011  , 日産自動車 , 1170 , 1170
2007/11/27, 15222.85, 1478.78, 7201 , 011  , 日産自動車 , 1199 , 1199
2007/11/28, 15153.78, 1475.64, 7201 , 011  , 日産自動車 , 1225 , 1225
2007/11/29, 15513.74, 1514.47, 7201 , 011  , 日産自動車 , 1246 , 1246
2007/11/30, 15680.67, 1531.88, 7201 , 011  , 日産自動車 , 1265 , 1265
2007/12/03, 15628.97, 1532.16, 7201 , 011  , 日産自動車 , 1256 , 1256
2007/12/04, 15480.19, 1515.5 , 7201 , 011  , 日産自動車 , 1245 , 1245
2007/12/05, 15608.88, 1526.63, 7201 , 011  , 日産自動車 , 1239 , 1239
2007/12/06, 15874.08, 1552.27, 7201 , 011  , 日産自動車 , 1249 , 1249
2007/12/07, 15956.37, 1561.76, 7201 , 011  , 日産自動車 , 1263 , 1263
2007/12/10, 15924.39, 1558.51, 7201 , 011  , 日産自動車 , 1260 , 1260
2007/12/11, 16044.72, 1567.02, 7201 , 011  , 日産自動車 , 1263 , 1263
2007/12/12, 15932.26, 1556.93, 7201 , 011  , 日産自動車 , 1234 , 1234
2007/12/13, 15536.52, 1516.1 , 7201 , 011  , 日産自動車 , 1203 , 1203
2007/12/14, 15514.51, 1501.25, 7201 , 011  , 日産自動車 , 1190 , 1190
2007/12/17, 15249.79, 1472.7 , 7201 , 011  , 日産自動車 , 1182 , 1182
2007/12/18, 15207.86, 1469.77, 7201 , 011  , 日産自動車 , 1162 , 1162
2007/12/19, 15030.51, 1456.79, 7201 , 011  , 日産自動車 , 1152 , 1152
2007/12/20, 15031.6 , 1457.56, 7201 , 011  , 日産自動車 , 1161 , 1161
2007/12/21, 15257.0 , 1469.2 , 7201 , 011  , 日産自動車 , 1184 , 1184
2007/12/25, 15552.59, 1496.03, 7201 , 011  , 日産自動車 , 1214 , 1214
2007/12/26, 15653.54, 1508.47, 7201 , 011  , 日産自動車 , 1233 , 1233
2007/12/27, 15564.69, 1499.94, 7201 , 011  , 日産自動車 , 1222 , 1222
2007/12/28, 15307.78, 1475.68, 7201 , 011  , 日産自動車 , 1230 , 1230
2008/01/04, 14691.41, 1411.91, 7201 , 011  , 日産自動車 , 1117 , 1117
2008/01/07, 14500.55, 1392.71, 7201 , 011  , 日産自動車 , 1098 , 1098
2008/01/08, 14528.67, 1403.06, 7201 , 011  , 日産自動車 , 1108 , 1108
2008/01/09, 14599.16, 1424.29, 7201 , 011  , 日産自動車 , 1131 , 1131
2008/01/10, 14388.11, 1401.36, 7201 , 011  , 日産自動車 , 1096 , 1096
2008/01/11, 14110.79, 1377.58, 7201 , 011  , 日産自動車 , 1091 , 1091
2008/01/15, 13972.63, 1350.2 , 7201 , 011  , 日産自動車 , 1060 , 1060
2008/01/16, 13504.51, 1302.37, 7201 , 011  , 日産自動車 , 1008 , 1008
2008/01/17, 13783.45, 1330.44, 7201 , 011  , 日産自動車 , 1040 , 1040
2008/01/18, 13861.29, 1341.5 , 7201 , 011  , 日産自動車 , 1016 , 1016
2008/01/21, 13325.94, 1293.74, 7201 , 011  , 日産自動車 , 985  , 985
2008/01/22, 12573.05, 1219.95, 7201 , 011  , 日産自動車 , 922  , 922
2008/01/23, 12829.06, 1249.93, 7201 , 011  , 日産自動車 , 945  , 945
2008/01/24, 13092.78, 1284.45, 7201 , 011  , 日産自動車 , 940  , 940
2008/01/25, 13629.16, 1344.77, 7201 , 011  , 日産自動車 , 1025 , 1025
2008/01/28, 13087.91, 1293.03, 7201 , 011  , 日産自動車 , 967  , 967
2008/01/29, 13478.86, 1328.73, 7201 , 011  , 日産自動車 , 985  , 985
2008/01/30, 13345.03, 1320.11, 7201 , 011  , 日産自動車 , 1002 , 1002
2008/01/31, 13592.47, 1346.31, 7201 , 011  , 日産自動車 , 1013 , 1013
2008/02/01, 13497.16, 1336.86, 7201 , 011  , 日産自動車 , 1006 , 1006
2008/02/04, 13859.7 , 1364.72, 7201 , 011  , 日産自動車 , 1000 , 1000
2008/02/05, 13745.5 , 1355.48, 7201 , 011  , 日産自動車 , 1003 , 1003
2008/02/06, 13099.24, 1298.41, 7201 , 011  , 日産自動車 , 957  , 957
2008/02/07, 13207.15, 1305.08, 7201 , 011  , 日産自動車 , 937  , 937
2008/02/08, 13017.24, 1287.14, 7201 , 011  , 日産自動車 , 919  , 919
2008/02/12, 13021.96, 1286.1 , 7201 , 011  , 日産自動車 , 918  , 918
2008/02/13, 13068.3 , 1285.35, 7201 , 011  , 日産自動車 , 923  , 923
2008/02/14, 13626.45, 1332.44, 7201 , 011  , 日産自動車 , 966  , 966
2008/02/15, 13622.56, 1334.89, 7201 , 011  , 日産自動車 , 952  , 952
2008/02/18, 13635.4 , 1332.99, 7201 , 011  , 日産自動車 , 958  , 958
2008/02/19, 13757.91, 1345.29, 7201 , 011  , 日産自動車 , 978  , 978
2008/02/20, 13310.37, 1302.72, 7201 , 011  , 日産自動車 , 978  , 978
2008/02/21, 13688.28, 1334.72, 7201 , 011  , 日産自動車 , 971  , 971
2008/02/22, 13500.46, 1321.37, 7201 , 011  , 日産自動車 , 964  , 964
2008/02/25, 13914.57, 1355.54, 7201 , 011  , 日産自動車 , 964  , 964
2008/02/26, 13824.72, 1347.47, 7201 , 011  , 日産自動車 , 982  , 982
2008/02/27, 14031.3 , 1364.52, 7201 , 011  , 日産自動車 , 999  , 999
2008/02/28, 13925.51, 1353.1 , 7201 , 011  , 日産自動車 , 991  , 991
2008/02/29, 13603.02, 1324.28, 7201 , 011  , 日産自動車 , 964  , 964
2008/03/03, 12992.18, 1271.15, 7201 , 011  , 日産自動車 , 921  , 921
2008/03/04, 12992.28, 1265.66, 7201 , 011  , 日産自動車 , 903  , 903
2008/03/05, 12972.06, 1263.91, 7201 , 011  , 日産自動車 , 920  , 920
2008/03/06, 13215.42, 1287.55, 7201 , 011  , 日産自動車 , 934  , 934
2008/03/07, 12782.8 , 1247.77, 7201 , 011  , 日産自動車 , 895  , 895
2008/03/10, 12532.13, 1224.39, 7201 , 011  , 日産自動車 , 863  , 863
2008/03/11, 12658.28, 1235.15, 7201 , 011  , 日産自動車 , 884  , 884
2008/03/12, 12861.13, 1255.13, 7201 , 011  , 日産自動車 , 894  , 894
2008/03/13, 12433.44, 1215.87, 7201 , 011  , 日産自動車 , 869  , 869
2008/03/14, 12241.6 , 1193.23, 7201 , 011  , 日産自動車 , 843  , 843
2008/03/17, 11787.51, 1149.65, 7201 , 011  , 日産自動車 , 800  , 800
2008/03/18, 11964.16, 1163.63, 7201 , 011  , 日産自動車 , 792  , 792
2008/03/19, 12260.44, 1196.3 , 7201 , 011  , 日産自動車 , 839  , 839
2008/03/21, 12482.57, 1220.04, 7201 , 011  , 日産自動車 , 859  , 859
2008/03/24, 12480.09, 1224.15, 7201 , 011  , 日産自動車 , 890  , 890
2008/03/25, 12745.22, 1242.98, 7201 , 011  , 日産自動車 , 903  , 903
2008/03/26, 12706.63, 1237.55, 7201 , 011  , 日産自動車 , 882  , 882
2008/03/27, 12604.58, 1226.44, 7201 , 011  , 日産自動車 , 850  , 850
2008/03/28, 12820.47, 1243.81, 7201 , 011  , 日産自動車 , 848  , 848
2008/03/31, 12525.54, 1212.96, 7201 , 011  , 日産自動車 , 824  , 824
2008/04/01, 12656.42, 1230.49, 7201 , 011  , 日産自動車 , 820  , 820
2008/04/02, 13189.36, 1282.07, 7201 , 011  , 日産自動車 , 878  , 878
2008/04/03, 13389.9 , 1299.64, 7201 , 011  , 日産自動車 , 891  , 891
2008/04/04, 13293.22, 1288.94, 7201 , 011  , 日産自動車 , 848  , 848
2008/04/07, 13450.23, 1305.63, 7201 , 011  , 日産自動車 , 856  , 856
2008/04/08, 13250.43, 1282.69, 7201 , 011  , 日産自動車 , 846  , 846
2008/04/09, 13111.89, 1262.9 , 7201 , 011  , 日産自動車 , 825  , 825
2008/04/10, 12945.3 , 1248.07, 7201 , 011  , 日産自動車 , 811  , 811
2008/04/11, 13323.73, 1278.62, 7201 , 011  , 日産自動車 , 829  , 829
2008/04/14, 12917.51, 1246.24, 7201 , 011  , 日産自動車 , 803  , 803
2008/04/15, 12990.58, 1255.97, 7201 , 011  , 日産自動車 , 821  , 821
2008/04/16, 13146.13, 1271.88, 7201 , 011  , 日産自動車 , 837  , 837
2008/04/17, 13398.3 , 1293.32, 7201 , 011  , 日産自動車 , 867  , 867
2008/04/18, 13476.45, 1304.06, 7201 , 011  , 日産自動車 , 884  , 884
2008/04/21, 13696.55, 1331.51, 7201 , 011  , 日産自動車 , 919  , 919
2008/04/22, 13547.82, 1311.46, 7201 , 011  , 日産自動車 , 886  , 886
2008/04/23, 13579.16, 1314.39, 7201 , 011  , 日産自動車 , 874  , 874
2008/04/24, 13540.87, 1307.57, 7201 , 011  , 日産自動車 , 870  , 870
2008/04/25, 13863.47, 1339.91, 7201 , 011  , 日産自動車 , 898  , 898
2008/04/28, 13894.37, 1361.75, 7201 , 011  , 日産自動車 , 923  , 923
2008/04/30, 13849.99, 1358.65, 7201 , 011  , 日産自動車 , 922  , 922
2008/05/01, 13766.86, 1346.1 , 7201 , 011  , 日産自動車 , 926  , 926
2008/05/02, 14049.26, 1377.39, 7201 , 011  , 日産自動車 , 940  , 940
2008/05/07, 14102.48, 1393.28, 7201 , 011  , 日産自動車 , 974  , 974
2008/05/08, 13943.26, 1372.95, 7201 , 011  , 日産自動車 , 960  , 960
2008/05/09, 13655.34, 1341.76, 7201 , 011  , 日産自動車 , 945  , 945
2008/05/12, 13743.36, 1342.79, 7201 , 011  , 日産自動車 , 930  , 930
2008/05/13, 13953.73, 1360.05, 7201 , 011  , 日産自動車 , 960  , 960
2008/05/14, 14118.55, 1373.04, 7201 , 011  , 日産自動車 , 960  , 960
2008/05/15, 14251.74, 1392.87, 7201 , 011  , 日産自動車 , 982  , 982
2008/05/16, 14219.48, 1395.87, 7201 , 011  , 日産自動車 , 975  , 975
2008/05/19, 14269.61, 1404.25, 7201 , 011  , 日産自動車 , 979  , 979
2008/05/20, 14160.09, 1399.84, 7201 , 011  , 日産自動車 , 976  , 976
2008/05/21, 13926.3 , 1370.09, 7201 , 011  , 日産自動車 , 935  , 935
2008/05/22, 13978.46, 1379.67, 7201 , 011  , 日産自動車 , 913  , 913
2008/05/23, 14012.2 , 1376.69, 7201 , 011  , 日産自動車 , 899  , 899
2008/05/26, 13690.19, 1344.18, 7201 , 011  , 日産自動車 , 875  , 875
2008/05/27, 13893.31, 1368.25, 7201 , 011  , 日産自動車 , 892  , 892
2008/05/28, 13709.44, 1348.69, 7201 , 011  , 日産自動車 , 883  , 883
2008/05/29, 14124.47, 1380.63, 7201 , 011  , 日産自動車 , 920  , 920
2008/05/30, 14338.54, 1408.14, 7201 , 011  , 日産自動車 , 937  , 937
2008/06/02, 14440.14, 1425.1 , 7201 , 011  , 日産自動車 , 945  , 945
2008/06/03, 14209.17, 1407.44, 7201 , 011  , 日産自動車 , 925  , 925
2008/06/04, 14435.57, 1430.47, 7201 , 011  , 日産自動車 , 974  , 974
2008/06/05, 14341.12, 1424.45, 7201 , 011  , 日産自動車 , 979  , 979
2008/06/06, 14489.44, 1428.11, 7201 , 011  , 日産自動車 , 974  , 974
2008/06/09, 14181.38, 1397.54, 7201 , 011  , 日産自動車 , 941  , 941
2008/06/10, 14021.17, 1383.2 , 7201 , 011  , 日産自動車 , 936  , 936
2008/06/11, 14183.48, 1390.03, 7201 , 011  , 日産自動車 , 959  , 959
2008/06/12, 13888.6 , 1363.14, 7201 , 011  , 日産自動車 , 939  , 939
2008/06/13, 13973.73, 1371.57, 7201 , 011  , 日産自動車 , 957  , 957
2008/06/16, 14354.37, 1401.69, 7201 , 011  , 日産自動車 , 978  , 978
2008/06/17, 14348.37, 1401.98, 7201 , 011  , 日産自動車 , 959  , 959
2008/06/18, 14452.82, 1409.64, 7201 , 011  , 日産自動車 , 970  , 970
2008/06/19, 14130.17, 1375.6 , 7201 , 011  , 日産自動車 , 928  , 928
2008/06/20, 13942.08, 1356.74, 7201 , 011  , 日産自動車 , 923  , 923
2008/06/23, 13857.47, 1347.93, 7201 , 011  , 日産自動車 , 905  , 905
2008/06/24, 13849.56, 1349.19, 7201 , 011  , 日産自動車 , 897  , 897
2008/06/25, 13829.92, 1346.08, 7201 , 011  , 日産自動車 , 899  , 899
2008/06/26, 13822.32, 1344.79, 7201 , 011  , 日産自動車 , 903  , 903
2008/06/27, 13544.36, 1320.68, 7201 , 011  , 日産自動車 , 890  , 890
2008/06/30, 13481.38, 1320.1 , 7201 , 011  , 日産自動車 , 877  , 877
2008/07/01, 13463.2 , 1320.07, 7201 , 011  , 日産自動車 , 867  , 867
2008/07/02, 13286.37, 1301.15, 7201 , 011  , 日産自動車 , 850  , 850
2008/07/03, 13265.4 , 1298.02, 7201 , 011  , 日産自動車 , 859  , 859
2008/07/04, 13237.89, 1297.88, 7201 , 011  , 日産自動車 , 866  , 866
2008/07/07, 13360.04, 1312.8 , 7201 , 011  , 日産自動車 , 870  , 870
2008/07/08, 13033.1 , 1283.51, 7201 , 011  , 日産自動車 , 866  , 866
